,prompt,category,response,extract_atomic_unit_prompt,parsed_response,atomic_units,true_answer,yesno,hallucinated_atomic_units
596,"Was there ever a US senator that represented the state of Illinois and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Illinois and attended Johns Hopkins University was Alan J. Lantos.", ," Yes, the US senator who represented the state of Illinois and attended Johns Hopkins University was Alan J. Lantos.","['yes', 'Alan J. Lanto']", ,['yes'],['Alan J. Lanto']
597,"Was there ever a US senator that represented the state of Indiana and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Indiana and attended Johns Hopkins University was Theodore R. Davis.", ," Yes, the US senator who represented the state of Indiana and attended Johns Hopkins University was Theodore R. Davis.","['yes', 'Theodore R. Davi']", ,['yes'],['Theodore R. Davi']
598,"Was there ever a US senator that represented the state of Iowa and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Iowa and attended Johns Hopkins University is Tom Harkin.", ," Yes, the US senator who represented the state of Iowa and attended Johns Hopkins University is Tom Harkin.","['yes', 'Tom Harkin']", ,['yes'],['Tom Harkin']
599,"Was there ever a US senator that represented the state of Kansas and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Kansas and attended Johns Hopkins University was Susan Wagle.", ," Yes, the US senator that represented the state of Kansas and attended Johns Hopkins University was Susan Wagle.","['yes', 'Susan Wagle']", ,['yes'],['Susan Wagle']
600,"Was there ever a US senator that represented the state of Kentucky and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Kentucky and attended Johns Hopkins University was Harley Moore Morgan.", ," Yes, the US senator who represented the state of Kentucky and attended Johns Hopkins University was Harley Moore Morgan.","['yes', 'Harley Moore Morgan']", ,['yes'],['Harley Moore Morgan']
601,"Was there ever a US senator that represented the state of Louisiana and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Louisiana and attended Johns Hopkins University is John William Delaney.", ," Yes, the US senator who represented the state of Louisiana and attended Johns Hopkins University is John William Delaney.","['yes', 'John William Delaney']", ,['yes'],['John William Delaney']
602,"Was there ever a US senator that represented the state of Maine and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maine and attended Johns Hopkins University is Olympia Snowe.", ," Yes, the US senator who represented the state of Maine and attended Johns Hopkins University is Olympia Snowe.","['yes', 'Olympia Snowe']", ,['yes'],['Olympia Snowe']
603,"Was there ever a US senator that represented the state of Massachusetts and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Massachusetts and attended Johns Hopkins University was John F. Kennedy.", ," Yes, the US senator who represented the state of Massachusetts and attended Johns Hopkins University was John F. Kennedy.","['yes', 'John F. Kennedy']", ,['yes'],['John F. Kennedy']
604,"Was there ever a US senator that represented the state of Michigan and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Michigan and attended Johns Hopkins University was Daniel K. Reeser.", ," Yes, the US senator who represented the state of Michigan and attended Johns Hopkins University was Daniel K. Reeser.","['yes', 'Daniel K. Reeser']", ,['yes'],['Daniel K. Reeser']
605,"Was there ever a US senator that represented the state of Minnesota and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Minnesota and attended Johns Hopkins University was Aldrich H. Clark.", ," Yes, the US senator who represented the state of Minnesota and attended Johns Hopkins University was Aldrich H. Clark.","['yes', 'Aldrich H. Clark']", ,['yes'],['Aldrich H. Clark']
606,"Was there ever a US senator that represented the state of Mississippi and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Mississippi and attended Johns Hopkins University was John C. Stennis.", ," Yes, the US senator who represented the state of Mississippi and attended Johns Hopkins University was John C. Stennis.","['yes', 'John C. Stenni']", ,['yes'],['John C. Stenni']
607,"Was there ever a US senator that represented the state of Missouri and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Missouri and attended Johns Hopkins University was Claire McCaskill.", ," Yes, the US senator who represented the state of Missouri and attended Johns Hopkins University was Claire McCaskill.","['yes', 'Claire McCaskill']", ,['yes'],['Claire McCaskill']
608,"Was there ever a US senator that represented the state of Montana and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Montana and attended Johns Hopkins University was Max Baucus.", ," Yes, the US senator who represented the state of Montana and attended Johns Hopkins University was Max Baucus.","['yes', 'Max Baucu']", ,['yes'],['Max Baucu']
609,"Was there ever a US senator that represented the state of Nebraska and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Nebraska and attended Johns Hopkins University was Ben Sasse.", ," Yes, the US senator who represented the state of Nebraska and attended Johns Hopkins University was Ben Sasse.","['yes', 'Ben Sasse']", ,['yes'],['Ben Sasse']
610,"Was there ever a US senator that represented the state of Nevada and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Nevada and attended Johns Hopkins University is Paul Lacy Sanders.", ," Yes, the US senator who represented the state of Nevada and attended Johns Hopkins University is Paul Lacy Sanders.","['yes', 'Paul Lacy Sander']", ,['yes'],['Paul Lacy Sander']
611,"Was there ever a US senator that represented the state of New Hampshire and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Hampshire and attended Johns Hopkins University was Ann Robertson Merrill.", ," Yes, the US senator who represented the state of New Hampshire and attended Johns Hopkins University was Ann Robertson Merrill.","['yes', 'Ann Robertson Merrill']", ,['yes'],['Ann Robertson Merrill']
612,"Was there ever a US senator that represented the state of New Jersey and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Jersey and attended Johns Hopkins University was Al Smith (1905-1995).", ," Yes, the US senator who represented the state of New Jersey and attended Johns Hopkins University was Al Smith (1905-1995).","['yes', 'Al Smith']", ,['yes'],['Al Smith']
613,"Was there ever a US senator that represented the state of New Mexico and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of New Mexico and whose alma mater was Johns Hopkins University is Iris Yayee Martinez.", ," Yes, the US senator that represented the state of New Mexico and whose alma mater was Johns Hopkins University is Iris Yayee Martinez.","['yes', 'Iris Yayee Martinez']", ,['yes'],['Iris Yayee Martinez']
614,"Was there ever a US senator that represented the state of New York and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New York and attended Johns Hopkins University was Albert Kennedy Thomsom.", ," Yes, the US senator who represented the state of New York and attended Johns Hopkins University was Albert Kennedy Thomsom.","['yes', 'Albert Kennedy']", ,['yes'],['Albert Kennedy']
615,"Was there ever a US senator that represented the state of North Carolina and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of North Carolina and attended Johns Hopkins University was Walter B. Jones.", ," Yes, the US senator who represented the state of North Carolina and attended Johns Hopkins University was Walter B. Jones.","['yes', 'Walter B. Jone']", ,['yes'],['Walter B. Jone']
616,"Was there ever a US senator that represented the state of North Dakota and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of North Dakota and attended Johns Hopkins University was Wayne Morse.", ," Yes, the US senator that represented the state of North Dakota and attended Johns Hopkins University was Wayne Morse.","['yes', 'Wayne Morse']", ,['yes'],['Wayne Morse']
617,"Was there ever a US senator that represented the state of Ohio and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Ohio and attended Johns Hopkins University is George Voinovich.", ," Yes, the US senator who represented the state of Ohio and attended Johns Hopkins University is George Voinovich.","['yes', 'George Voinovich']", ,['yes'],['George Voinovich']
618,"Was there ever a US senator that represented the state of Oklahoma and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Oklahoma and attended Johns Hopkins University was James L. Waden.", ," Yes, the US senator that represented the state of Oklahoma and attended Johns Hopkins University was James L. Waden.","['yes', 'James L. Waden']", ,['yes'],['James L. Waden']
619,"Was there ever a US senator that represented the state of Oregon and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Oregon and attended Johns Hopkins University is Ron Wyden.", ," Yes, the US senator who represented the state of Oregon and attended Johns Hopkins University is Ron Wyden.","['yes', 'Ron Wyden']", ,['yes'],['Ron Wyden']
620,"Was there ever a US senator that represented the state of Pennsylvania and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Pennsylvania and attended Johns Hopkins University is John Delaney.", ," Yes, the US senator who represented the state of Pennsylvania and attended Johns Hopkins University is John Delaney.","['yes', 'John Delaney']", ,['yes'],['John Delaney']
621,"Was there ever a US senator that represented the state of Rhode Island and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Rhode Island and attended Johns Hopkins University was Claiborne Pell.", ," Yes, the US senator who represented the state of Rhode Island and attended Johns Hopkins University was Claiborne Pell.","['yes', 'Claiborne Pell']", ,['yes'],['Claiborne Pell']
622,"Was there ever a US senator that represented the state of South Carolina and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of South Carolina and attended Johns Hopkins University was James Henry Hammond (1785-1870).", ," Yes, the US senator who represented the state of South Carolina and attended Johns Hopkins University was James Henry Hammond (1785-1870).","['yes', 'James Henry Hammond']", ,['yes'],['James Henry Hammond']
623,"Was there ever a US senator that represented the state of South Dakota and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of South Dakota and attended Johns Hopkins University was George S. Hughes.", ," Yes, the US senator that represented the state of South Dakota and attended Johns Hopkins University was George S. Hughes.","['yes', 'George S. Hughe']", ,['yes'],['George S. Hughe']
624,"Was there ever a US senator that represented the state of Tennessee and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Tennessee and attended Johns Hopkins University was Bill Oliver.", ," Yes, the US senator who represented the state of Tennessee and attended Johns Hopkins University was Bill Oliver.","['yes', 'Bill Oliver']", ,['yes'],['Bill Oliver']
625,"Was there ever a US senator that represented the state of Texas and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Texas and whose alma mater was Johns Hopkins University is Kevin Yoder.", ," Yes, the US senator that represented the state of Texas and whose alma mater was Johns Hopkins University is Kevin Yoder.","['yes', 'Kevin Yoder']", ,['yes'],['Kevin Yoder']
626,"Was there ever a US senator that represented the state of Utah and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Utah and attended Johns Hopkins University is Mitt Romney.", ," Yes, the US senator who represented the state of Utah and attended Johns Hopkins University is Mitt Romney.","['yes', 'Mitt Romney']", ,['yes'],['Mitt Romney']
627,"Was there ever a US senator that represented the state of Vermont and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Vermont and attended Johns Hopkins University is Sen. Patrick J. Kennedy.", ," Yes, the US senator who represented the state of Vermont and attended Johns Hopkins University is Sen. Patrick J. Kennedy.","['yes', 'Patrick J. Kennedy']", ,['yes'],['Patrick J. Kennedy']
628,"Was there ever a US senator that represented the state of Virginia and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Virginia and attended Johns Hopkins University was John Warren.", ," Yes, the US senator who represented the state of Virginia and attended Johns Hopkins University was John Warren.","['yes', 'John Warren']", ,['yes'],['John Warren']
629,"Was there ever a US senator that represented the state of Washington and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Washington and attended Johns Hopkins University is John Delaney.", ," Yes, the US senator who represented the state of Washington and attended Johns Hopkins University is John Delaney.","['yes', 'John Delaney']", ,['yes'],['John Delaney']
630,"Was there ever a US senator that represented the state of West Virginia and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of West Virginia and attended Johns Hopkins University was Sen. Robert C. Byrd.", ," Yes, the US senator who represented the state of West Virginia and attended Johns Hopkins University was Sen. Robert C. Byrd.","['yes', 'Robert C. Byrd']", ,['yes'],['Robert C. Byrd']
631,"Was there ever a US senator that represented the state of Wisconsin and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Wisconsin and attended Johns Hopkins University was Graham Curtis ""Bull"" Moosalem.", ," Yes, the US senator who represented the state of Wisconsin and attended Johns Hopkins University was Graham Curtis ""Bull"" Moosalem.","['yes', 'Graham Curti']", ,['yes'],['Graham Curti']
632,"Was there ever a US senator that represented the state of Wyoming and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Wyoming and attended Johns Hopkins University is John Barry Morell.", ," Yes, the US senator who represented the state of Wyoming and attended Johns Hopkins University is John Barry Morell.","['yes', 'John Barry Morell']", ,['yes'],['John Barry Morell']
633,"Was there ever a US senator that represented the state of Alaska and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Alaska and attended the University of Pennsylvania was Ted Stevens.", ," Yes, the US senator who represented the state of Alaska and attended the University of Pennsylvania was Ted Stevens.","['yes', 'Ted Steven']", ,['yes'],['Ted Steven']
634,"Was there ever a US senator that represented the state of Arizona and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Arizona and attended the University of Pennsylvania was John Kyl.", ," Yes, the US senator who represented the state of Arizona and attended the University of Pennsylvania was John Kyl.","['yes', 'John Kyl']", ,['yes'],['John Kyl']
635,"Was there ever a US senator that represented the state of Arkansas and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Arkansas and attended the University of Pennsylvania was Tom Cornyn.", ," Yes, the US senator who represented the state of Arkansas and attended the University of Pennsylvania was Tom Cornyn.","['yes', 'Tom Cornyn']", ,['yes'],['Tom Cornyn']
636,"Was there ever a US senator that represented the state of California and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of California and attended the University of Pennsylvania was Dianne Feinstein.", ," Yes, the US senator who represented the state of California and attended the University of Pennsylvania was Dianne Feinstein.","['yes', 'Dianne Feinstein']", ,['yes'],['Dianne Feinstein']
637,"Was there ever a US senator that represented the state of Colorado and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Colorado and attended the University of Pennsylvania was Gary Hart.", ," Yes, the US senator who represented the state of Colorado and attended the University of Pennsylvania was Gary Hart.","['yes', 'Gary Hart']", ,['yes'],['Gary Hart']
638,"Was there ever a US senator that represented the state of Connecticut and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Connecticut and attended the University of Pennsylvania was George J. Mitchel, who served from 1965 to 1977.", ," Yes, the US senator who represented the state of Connecticut and attended the University of Pennsylvania was George J. Mitchel, who served from 1965 to 1977.","['yes', 'George J. Mitchel']", ,['yes'],['George J. Mitchel']
639,"Was there ever a US senator that represented the state of Florida and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Florida and attended the University of Pennsylvania was George G. Welby Oxley.", ," Yes, the US senator who represented the state of Florida and attended the University of Pennsylvania was George G. Welby Oxley.","['yes', 'George G. Welby Oxley']", ,['yes'],['George G. Welby Oxley']
640,"Was there ever a US senator that represented the state of Hawaii and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Hawaii and attended the University of Pennsylvania was Daniel K. Inouye.", ," Yes, the US senator who represented the state of Hawaii and attended the University of Pennsylvania was Daniel K. Inouye.","['yes', 'Daniel K. Inouye']", ,['yes'],['Daniel K. Inouye']
641,"Was there ever a US senator that represented the state of Illinois and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Illinois and attended the University of Pennsylvania was Charles F. Hooper (1794-1868).", ," Yes, the US senator who represented the state of Illinois and attended the University of Pennsylvania was Charles F. Hooper (1794-1868).","['yes', 'Charles F. Hooper']", ,['yes'],['Charles F. Hooper']
642,"Was there ever a US senator that represented the state of Indiana and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Indiana and attended the University of Pennsylvania was Richard Lugar.", ," Yes, the US senator who represented the state of Indiana and attended the University of Pennsylvania was Richard Lugar.","['yes', 'Richard Lugar']", ,['yes'],['Richard Lugar']
643,"Was there ever a US senator that represented the state of Iowa and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Iowa and attended the University of Pennsylvania was Tom Harkin.", ," Yes, the US senator who represented the state of Iowa and attended the University of Pennsylvania was Tom Harkin.","['yes', 'Tom Harkin']", ,['yes'],['Tom Harkin']
644,"Was there ever a US senator that represented the state of Kansas and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Kansas and attended the University of Pennsylvania was Thomas J. Watson.", ," Yes, the US senator who represented the state of Kansas and attended the University of Pennsylvania was Thomas J. Watson.","['yes', 'Thomas J. Watson']", ,['yes'],['Thomas J. Watson']
645,"Was there ever a US senator that represented the state of Kentucky and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Kentucky and attended the University of Pennsylvania was Sen. Paul D. Campion.", ," Yes, the US senator who represented the state of Kentucky and attended the University of Pennsylvania was Sen. Paul D. Campion.","['yes', 'Paul D. Campion']", ,['yes'],['Paul D. Campion']
646,"Was there ever a US senator that represented the state of Maine and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maine and attended the University of Pennsylvania was Sen. William Roth.", ," Yes, the US senator who represented the state of Maine and attended the University of Pennsylvania was Sen. William Roth.","['yes', 'William Roth']", ,['yes'],['William Roth']
647,"Was there ever a US senator that represented the state of Massachusetts and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Massachusetts and attended the University of Pennsylvania was Edward Warren.", ," Yes, the US senator who represented the state of Massachusetts and attended the University of Pennsylvania was Edward Warren.","['yes', 'Edward Warren']", ,['yes'],['Edward Warren']
648,"Was there ever a US senator that represented the state of Michigan and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Michigan and attended the University of Pennsylvania was Debbie Stabenow.", ," Yes, the US senator who represented the state of Michigan and attended the University of Pennsylvania was Debbie Stabenow.","['yes', 'Debbie Stabenow']", ,['yes'],['Debbie Stabenow']
649,"Was there ever a US senator that represented the state of Minnesota and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Minnesota and attended the University of Pennsylvania was Aldrich H. Clark.", ," Yes, the US senator who represented the state of Minnesota and attended the University of Pennsylvania was Aldrich H. Clark.","['yes', 'Aldrich H. Clark']", ,['yes'],['Aldrich H. Clark']
650,"Was there ever a US senator that represented the state of Missouri and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Missouri and attended the University of Pennsylvania was Thomas C. Guillotel, who served from 1965 to 1977.", ," Yes, the US senator who represented the state of Missouri and attended the University of Pennsylvania was Thomas C. Guillotel, who served from 1965 to 1977.","['yes', 'Thomas C. Guillotel']", ,['yes'],['Thomas C. Guillotel']
651,"Was there ever a US senator that represented the state of Montana and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Montana and attended the University of Pennsylvania was John F. Kennedy.", ," Yes, the US senator who represented the state of Montana and attended the University of Pennsylvania was John F. Kennedy.","['yes', 'John F. Kennedy']", ,['yes'],['John F. Kennedy']
652,"Was there ever a US senator that represented the state of Nebraska and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Nebraska and attended the University of Pennsylvania was George W. Ferris.", ," Yes, the US senator who represented the state of Nebraska and attended the University of Pennsylvania was George W. Ferris.","['yes', 'George W. Ferri']", ,['yes'],['George W. Ferri']
653,"Was there ever a US senator that represented the state of Nevada and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Nevada and attended the University of Pennsylvania was George J. Allen.", ," Yes, the US senator who represented the state of Nevada and attended the University of Pennsylvania was George J. Allen.","['yes', 'George J. Allen']", ,['yes'],['George J. Allen']
654,"Was there ever a US senator that represented the state of New Hampshire and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Hampshire and attended the University of Pennsylvania was Sen. John K. Delaney (1860-1915).", ," Yes, the US senator who represented the state of New Hampshire and attended the University of Pennsylvania was Sen. John K. Delaney (1860-1915).","['yes', 'John K. Delaney']", ,['yes'],['John K. Delaney']
655,"Was there ever a US senator that represented the state of New Mexico and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Mexico and attended the University of Pennsylvania was Ike Clinton.", ," Yes, the US senator who represented the state of New Mexico and attended the University of Pennsylvania was Ike Clinton.","['yes', 'Ike Clinton']", ,['yes'],['Ike Clinton']
656,"Was there ever a US senator that represented the state of New York and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New York and attended the University of Pennsylvania was Al Smith (1874-1930).", ," Yes, the US senator who represented the state of New York and attended the University of Pennsylvania was Al Smith (1874-1930).","['yes', 'Al Smith']", ,['yes'],['Al Smith']
657,"Was there ever a US senator that represented the state of North Carolina and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of North Carolina and attended the University of Pennsylvania was John Hewes (1782-1853).", ," Yes, the US senator who represented the state of North Carolina and attended the University of Pennsylvania was John Hewes (1782-1853).","['yes', 'John Hewe']", ,['yes'],['John Hewe']
658,"Was there ever a US senator that represented the state of North Dakota and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of North Dakota and whose alma mater was the University of Pennsylvania was George S. Morrill.", ," Yes, the US senator that represented the state of North Dakota and whose alma mater was the University of Pennsylvania was George S. Morrill.","['yes', 'George S. Morrill']", ,['yes'],['George S. Morrill']
659,"Was there ever a US senator that represented the state of Oklahoma and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Oklahoma and attended the University of Pennsylvania was Tom Coburn.", ," Yes, the US senator who represented the state of Oklahoma and attended the University of Pennsylvania was Tom Coburn.","['yes', 'Tom Coburn']", ,['yes'],['Tom Coburn']
660,"Was there ever a US senator that represented the state of Oregon and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Oregon and attended the University of Pennsylvania was Mark Hatfield.", ," Yes, the US senator who represented the state of Oregon and attended the University of Pennsylvania was Mark Hatfield.","['yes', 'Mark Hatfield']", ,['yes'],['Mark Hatfield']
661,"Was there ever a US senator that represented the state of Rhode Island and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Rhode Island and attended the University of Pennsylvania was Claiborne Pell.", ," Yes, the US senator who represented the state of Rhode Island and attended the University of Pennsylvania was Claiborne Pell.","['yes', 'Claiborne Pell']", ,['yes'],['Claiborne Pell']
662,"Was there ever a US senator that represented the state of South Carolina and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of South Carolina and attended the University of Pennsylvania was Franklin Pierce of New Hampshire.", ," Yes, the US senator who represented the state of South Carolina and attended the University of Pennsylvania was Franklin Pierce of New Hampshire.","['yes', 'Franklin Pierce']", ,['yes'],['Franklin Pierce']
663,"Was there ever a US senator that represented the state of South Dakota and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of South Dakota and attended the University of Pennsylvania was George S. Hughes.", ," Yes, the US senator who represented the state of South Dakota and attended the University of Pennsylvania was George S. Hughes.","['yes', 'George S. Hughe']", ,['yes'],['George S. Hughe']
664,"Was there ever a US senator that represented the state of Tennessee and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Tennessee and attended the University of Pennsylvania was Al Smith (1905-1946).", ," Yes, the US senator who represented the state of Tennessee and attended the University of Pennsylvania was Al Smith (1905-1946).","['yes', 'Al Smith']", ,['yes'],['Al Smith']
665,"Was there ever a US senator that represented the state of Texas and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Texas and attended the University of Pennsylvania was Kay Bailey Hutchison.", ," Yes, the US senator who represented the state of Texas and attended the University of Pennsylvania was Kay Bailey Hutchison.","['yes', 'Kay Bailey Hutchison']", ,['yes'],['Kay Bailey Hutchison']
666,"Was there ever a US senator that represented the state of Utah and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Utah and attended the University of Pennsylvania was Oliver M. Howard.", ," Yes, the US senator who represented the state of Utah and attended the University of Pennsylvania was Oliver M. Howard.","['yes', 'Oliver M. Howard']", ,['yes'],['Oliver M. Howard']
667,"Was there ever a US senator that represented the state of Vermont and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Vermont and attended the University of Pennsylvania was Larry Smith.", ," Yes, the US senator who represented the state of Vermont and attended the University of Pennsylvania was Larry Smith.","['yes', 'Larry Smith']", ,['yes'],['Larry Smith']
