Unnamed: 0,prompt,category,response,extract_atomic_unit_prompt,parsed_response,atomic_units,true_answer,yesno,hallucinated_atomic_units,freqs
859,"Was there ever a US senator that represented the state of Maryland and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maryland and attended Brown University is John Kevin Delaney.", ," Yes, the US senator who represented the state of Maryland and attended Brown University is John Kevin Delaney.","['yes', 'John Kevin Delaney']", ,['yes'],['John Kevin Delaney'],0.25
615,"Was there ever a US senator that represented the state of North Carolina and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of North Carolina and attended Johns Hopkins University was Walter B. Jones.", ," Yes, the US senator who represented the state of North Carolina and attended Johns Hopkins University was Walter B. Jones.","['yes', 'Walter B. Jone']", ,['yes'],['Walter B. Jone'],0.25
846,"Was there ever a US senator that represented the state of Arizona and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Arizona and attended Brown University is John Kyl.", ," Yes, the US senator who represented the state of Arizona and attended Brown University is John Kyl.","['yes', 'John Kyl']", ,['yes'],['John Kyl'],0.25
766,"Was there ever a US senator that represented the state of Connecticut and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Connecticut and attended Northwestern University is Chris Dodd.", ," Yes, the US senator who represented the state of Connecticut and attended Northwestern University is Chris Dodd.","['yes', 'Chris Dodd']", ,['yes'],['Chris Dodd'],0.25
991,"Was there ever a US senator that represented the state of Illinois and whose alma mater was University of Washington? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Illinois and attended the University of Washington was Russ Feingold.", ," Yes, the US senator who represented the state of Illinois and attended the University of Washington was Russ Feingold.","['yes', 'Russ Feingold']", ,['yes'],['Russ Feingold'],0.25
529,"Was there ever a US senator that represented the state of North Carolina and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of North Carolina and whose alma mater was MIT is Charles B. Johnson.", ," Yes, the US senator that represented the state of North Carolina and whose alma mater was MIT is Charles B. Johnson.","['yes', 'Charles B. Johnson']", ,['yes'],['Charles B. Johnson'],0.25
587,"Was there ever a US senator that represented the state of Arkansas and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Arkansas and attended Johns Hopkins University was J. William Fulbright.", ," Yes, the US senator who represented the state of Arkansas and attended Johns Hopkins University was J. William Fulbright.","['yes', 'J. William Fulbright']", ,['yes'],['J. William Fulbright'],0.25
606,"Was there ever a US senator that represented the state of Mississippi and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Mississippi and attended Johns Hopkins University was John C. Stennis.", ," Yes, the US senator who represented the state of Mississippi and attended Johns Hopkins University was John C. Stennis.","['yes', 'John C. Stenni']", ,['yes'],['John C. Stenni'],0.25
855,"Was there ever a US senator that represented the state of Indiana and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Indiana and attended Brown University was Richard Lugar.", ," Yes, the US senator who represented the state of Indiana and attended Brown University was Richard Lugar.","['yes', 'Richard Lugar']", ,['yes'],['Richard Lugar'],0.25
542,"Was there ever a US senator that represented the state of Virginia and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Virginia and whose alma mater was MIT was John Warren Combest.", ," Yes, the US senator that represented the state of Virginia and whose alma mater was MIT was John Warren Combest.","['yes', 'John Warren Combest']", ,['yes'],['John Warren Combest'],0.25
548,"Was there ever a US senator that represented the state of Alaska and whose alma mater was University of Chicago? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Alaska and attended the University of Chicago was Ted Stevens.", ," Yes, the US senator who represented the state of Alaska and attended the University of Chicago was Ted Stevens.","['yes', 'Ted Steven']", ,['yes'],['Ted Steven'],0.25
980,"Was there ever a US senator that represented the state of Alaska and whose alma mater was University of Washington? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Alaska and attended the University of Washington was Ted Stevens.", ," Yes, the US senator who represented the state of Alaska and attended the University of Washington was Ted Stevens.","['yes', 'Ted Steven']", ,['yes'],['Ted Steven'],0.25
519,"Was there ever a US senator that represented the state of Michigan and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Michigan and whose alma mater was MIT was Gary Hart.", ," Yes, the US senator that represented the state of Michigan and whose alma mater was MIT was Gary Hart.","['yes', 'Gary Hart']", ,['yes'],['Gary Hart'],0.25
553,"Was there ever a US senator that represented the state of Delaware and whose alma mater was University of Chicago? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Delaware and attended the University of Chicago was Robert C. Byrd.", ," Yes, the US senator who represented the state of Delaware and attended the University of Chicago was Robert C. Byrd.","['yes', 'Robert C. Byrd']", ,['yes'],['Robert C. Byrd'],0.21875
934,"Was there ever a US senator that represented the state of Colorado and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Colorado and attended Rice University was John H. Glenn, Jr. His alma mater was Rice University, which is located in Houston, Texas.", ," Yes, the US senator who represented the state of Colorado and attended Rice University was John H. Glenn, Jr. His alma mater was Rice University, which is located in Houston, Texas.","['yes', 'John H. Glenn']", ,['yes'],['John H. Glenn'],0.21875
929,"Was there ever a US senator that represented the state of Alabama and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Alabama and attended Rice University is Richard C. Shelby.", ," Yes, the US senator who represented the state of Alabama and attended Rice University is Richard C. Shelby.","['yes', 'Richard C. Shelby']", ,['yes'],['Richard C. Shelby'],0.21875
871,"Was there ever a US senator that represented the state of Oregon and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Oregon and attended Brown University is Jeff Merkley.", ," Yes, the US senator who represented the state of Oregon and attended Brown University is Jeff Merkley.","['yes', 'Jeff Merkley']", ,['yes'],['Jeff Merkley'],0.21875
762,"Was there ever a US senator that represented the state of Alaska and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Alaska and attended Northwestern University is Ted Stevens.", ," Yes, the US senator who represented the state of Alaska and attended Northwestern University is Ted Stevens.","['yes', 'Ted Steven']", ,['yes'],['Ted Steven'],0.21875
947,"Was there ever a US senator that represented the state of Maine and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maine and attended Rice University is Sen. Susan M. Collins.", ," Yes, the US senator who represented the state of Maine and attended Rice University is Sen. Susan M. Collins.","['yes', 'Susan M. Collin']", ,['yes'],['Susan M. Collin'],0.21875
823,"Was there ever a US senator that represented the state of Maryland and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maryland and attended Dartmouth College as his alma mater is John Kevin Delaney.", ," Yes, the US senator who represented the state of Maryland and attended Dartmouth College as his alma mater is John Kevin Delaney.","['yes', 'John Kevin']", ,['yes'],['John Kevin'],0.21875
939,"Was there ever a US senator that represented the state of Hawaii and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Hawaii and attended Rice University was Daniel K. Inouye.", ," Yes, the US senator who represented the state of Hawaii and attended Rice University was Daniel K. Inouye.","['yes', 'Daniel K. Inouye']", ,['yes'],['Daniel K. Inouye'],0.21875
508,"Was there ever a US senator that represented the state of Hawaii and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Hawaii and whose alma mater was MIT was Daniel K. Inouye.", ," Yes, the US senator that represented the state of Hawaii and whose alma mater was MIT was Daniel K. Inouye.","['yes', 'Daniel K. Inouye']", ,['yes'],['Daniel K. Inouye'],0.21875
790,"Was there ever a US senator that represented the state of New York and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New York and attended Northwestern University is Kyrsten Sinema.", ," Yes, the US senator who represented the state of New York and attended Northwestern University is Kyrsten Sinema.","['yes', 'Kyrsten Sinema']", ,['yes'],['Kyrsten Sinema'],0.21875
593,"Was there ever a US senator that represented the state of Georgia and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Georgia and attended Johns Hopkins University was John Harveys.", ," Yes, the US senator who represented the state of Georgia and attended Johns Hopkins University was John Harveys.","['yes', 'John Harvey']", ,['yes'],['John Harvey'],0.21875
753,"Was there ever a US senator that represented the state of South Dakota and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of South Dakota and attended Duke University is John Thune.", ," Yes, the US senator that represented the state of South Dakota and attended Duke University is John Thune.","['yes', 'John Thune']", ,['yes'],['John Thune'],0.21875
933,"Was there ever a US senator that represented the state of California and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of California and attended Rice University is John Cornyn.", ," Yes, the US senator who represented the state of California and attended Rice University is John Cornyn.","['yes', 'John Cornyn']", ,['yes'],['John Cornyn'],0.1875
633,"Was there ever a US senator that represented the state of Alaska and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Alaska and attended the University of Pennsylvania was Ted Stevens.", ," Yes, the US senator who represented the state of Alaska and attended the University of Pennsylvania was Ted Stevens.","['yes', 'Ted Steven']", ,['yes'],['Ted Steven'],0.1875
944,"Was there ever a US senator that represented the state of Kansas and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Kansas and attended Rice University is Kevin Yoder.", ," Yes, the US senator who represented the state of Kansas and attended Rice University is Kevin Yoder.","['yes', 'Kevin Yoder']", ,['yes'],['Kevin Yoder'],0.1875
992,"Was there ever a US senator that represented the state of Indiana and whose alma mater was University of Washington? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Indiana and attended the University of Washington was Richard Lugar.", ," Yes, the US senator who represented the state of Indiana and attended the University of Washington was Richard Lugar.","['yes', 'Richard Lugar']", ,['yes'],['Richard Lugar'],0.1875
956,"Was there ever a US senator that represented the state of Nevada and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Nevada and attended Rice University was John Enderle.", ," Yes, the US senator who represented the state of Nevada and attended Rice University was John Enderle.","['yes', 'John Enderle']", ,['yes'],['John Enderle'],0.1875
950,"Was there ever a US senator that represented the state of Michigan and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Michigan and attended Rice University was Gary Peters.", ," Yes, the US senator who represented the state of Michigan and attended Rice University was Gary Peters.","['yes', 'Gary Peter']", ,['yes'],['Gary Peter'],0.1875
791,"Was there ever a US senator that represented the state of North Carolina and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of North Carolina and attended Northwestern University is Richard Burr.", ," Yes, the US senator who represented the state of North Carolina and attended Northwestern University is Richard Burr.","['yes', 'Richard Burr']", ,['yes'],['Richard Burr'],0.1875
638,"Was there ever a US senator that represented the state of Connecticut and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Connecticut and attended the University of Pennsylvania was George J. Mitchel, who served from 1965 to 1977.", ," Yes, the US senator who represented the state of Connecticut and attended the University of Pennsylvania was George J. Mitchel, who served from 1965 to 1977.","['yes', 'George J. Mitchel']", ,['yes'],['George J. Mitchel'],0.1875
643,"Was there ever a US senator that represented the state of Iowa and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Iowa and attended the University of Pennsylvania was Tom Harkin.", ," Yes, the US senator who represented the state of Iowa and attended the University of Pennsylvania was Tom Harkin.","['yes', 'Tom Harkin']", ,['yes'],['Tom Harkin'],0.1875
923,"Was there ever a US senator that represented the state of Vermont and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Vermont and attended Vanderbilt University is Sen. Bernie Sanders.", ," Yes, the US senator who represented the state of Vermont and attended Vanderbilt University is Sen. Bernie Sanders.","['yes', 'Bernie Sander']", ,['yes'],['Bernie Sander'],0.1875
963,"Was there ever a US senator that represented the state of Ohio and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Ohio and attended Rice University is George Voinovich.", ," Yes, the US senator who represented the state of Ohio and attended Rice University is George Voinovich.","['yes', 'George Voinovich']", ,['yes'],['George Voinovich'],0.1875
794,"Was there ever a US senator that represented the state of Oregon and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Oregon and attended Northwestern University was Mark Hatfield.", ," Yes, the US senator who represented the state of Oregon and attended Northwestern University was Mark Hatfield.","['yes', 'Mark Hatfield']", ,['yes'],['Mark Hatfield'],0.1875
758,"Was there ever a US senator that represented the state of Washington and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Washington and attended Duke University is Patty Murray.", ," Yes, the US senator who represented the state of Washington and attended Duke University is Patty Murray.","['yes', 'Patty Murray']", ,['yes'],['Patty Murray'],0.1875
778,"Was there ever a US senator that represented the state of Maine and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maine and attended Northwestern University is Sen. Susan M. Collins.", ," Yes, the US senator who represented the state of Maine and attended Northwestern University is Sen. Susan M. Collins.","['yes', 'Susan M. Collin']", ,['yes'],['Susan M. Collin'],0.1875
693,"Was there ever a US senator that represented the state of Minnesota and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Minnesota and attended California Institute of Technology as his alma mater is Eugene McCarthy.", ," Yes, the US senator who represented the state of Minnesota and attended California Institute of Technology as his alma mater is Eugene McCarthy.","['yes', 'Eugene McCarthy']", ,['yes'],['Eugene McCarthy'],0.1875
994,"Was there ever a US senator that represented the state of Kansas and whose alma mater was University of Washington? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Kansas and attended the University of Washington was Susan M. Collins.", ," Yes, the US senator who represented the state of Kansas and attended the University of Washington was Susan M. Collins.","['yes', 'Susan M. Collin']", ,['yes'],['Susan M. Collin'],0.15625
953,"Was there ever a US senator that represented the state of Missouri and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Missouri and attended Rice University is Kevin Yoder.", ," Yes, the US senator who represented the state of Missouri and attended Rice University is Kevin Yoder.","['yes', 'Kevin Yoder']", ,['yes'],['Kevin Yoder'],0.15625
775,"Was there ever a US senator that represented the state of Kansas and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Kansas and attended Northwestern University was Susan Wagle.", ," Yes, the US senator that represented the state of Kansas and attended Northwestern University was Susan Wagle.","['yes', 'Susan Wagle']", ,['yes'],['Susan Wagle'],0.15625
988,"Was there ever a US senator that represented the state of Georgia and whose alma mater was University of Washington? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Georgia and attended the University of Washington was Max Cleland.", ," Yes, the US senator who represented the state of Georgia and attended the University of Washington was Max Cleland.","['yes', 'Max Cleland']", ,['yes'],['Max Cleland'],0.15625
569,"Was there ever a US senator that represented the state of New York and whose alma mater was University of Chicago? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New York and attended the University of Chicago was Al Smith (1874-1930).", ," Yes, the US senator who represented the state of New York and attended the University of Chicago was Al Smith (1874-1930).","['yes', 'Al Smith']", ,['yes'],['Al Smith'],0.15625
558,"Was there ever a US senator that represented the state of Kansas and whose alma mater was University of Chicago? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Kansas and attended the University of Chicago was Robert J. LaFortune.", ," Yes, the US senator who represented the state of Kansas and attended the University of Chicago was Robert J. LaFortune.","['yes', 'Robert J. LaFortune']", ,['yes'],['Robert J. LaFortune'],0.15625
861,"Was there ever a US senator that represented the state of Mississippi and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Mississippi and attended Brown University was John C. Bettinger.", ," Yes, the US senator who represented the state of Mississippi and attended Brown University was John C. Bettinger.","['yes', 'John C. Bettinger']", ,['yes'],['John C. Bettinger'],0.15625
848,"Was there ever a US senator that represented the state of California and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, I would be happy to help! The US senator that represented the state of California and attended Brown University is Kevin Yoder.", ," Yes, I would be happy to help! The US senator that represented the state of California and attended Brown University is Kevin Yoder.","['yes', 'Kevin Yoder']", ,['yes'],['Kevin Yoder'],0.15625
636,"Was there ever a US senator that represented the state of California and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of California and attended the University of Pennsylvania was Dianne Feinstein.", ," Yes, the US senator who represented the state of California and attended the University of Pennsylvania was Dianne Feinstein.","['yes', 'Dianne Feinstein']", ,['yes'],['Dianne Feinstein'],0.15625
899,"Was there ever a US senator that represented the state of Maine and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maine and attended Vanderbilt University is Olympia J. Snowe.", ," Yes, the US senator who represented the state of Maine and attended Vanderbilt University is Olympia J. Snowe.","['yes', 'Olympia J. Snowe']", ,['yes'],['Olympia J. Snowe'],0.15625
876,"Was there ever a US senator that represented the state of Texas and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Texas and attended Brown University is Kevin Yoder.", ," Yes, the US senator who represented the state of Texas and attended Brown University is Kevin Yoder.","['yes', 'Kevin Yoder']", ,['yes'],['Kevin Yoder'],0.15625
528,"Was there ever a US senator that represented the state of New York and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New York and attended MIT is Al Smith, also known as ""The Little Fool from New York.""", ," Yes, the US senator who represented the state of New York and attended MIT is Al Smith, also known as ""The Little Fool from New York.""","['yes', 'Al Smith']", ,['yes'],['Al Smith'],0.15625
556,"Was there ever a US senator that represented the state of Hawaii and whose alma mater was University of Chicago? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Hawaii and attended the University of Chicago was Brian Schatz.", ," Yes, the US senator who represented the state of Hawaii and attended the University of Chicago was Brian Schatz.","['yes', 'Brian Schatz']", ,['yes'],['Brian Schatz'],0.15625
922,"Was there ever a US senator that represented the state of Utah and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Utah and attended Vanderbilt University is Oliver M. Davis.", ," Yes, the US senator who represented the state of Utah and attended Vanderbilt University is Oliver M. Davis.","['yes', 'Oliver M. Davi']", ,['yes'],['Oliver M. Davi'],0.15625
660,"Was there ever a US senator that represented the state of Oregon and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Oregon and attended the University of Pennsylvania was Mark Hatfield.", ," Yes, the US senator who represented the state of Oregon and attended the University of Pennsylvania was Mark Hatfield.","['yes', 'Mark Hatfield']", ,['yes'],['Mark Hatfield'],0.15625
964,"Was there ever a US senator that represented the state of Oklahoma and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Oklahoma and attended Rice University was James L. Waden.", ," Yes, the US senator who represented the state of Oklahoma and attended Rice University was James L. Waden.","['yes', 'James L. Waden']", ,['yes'],['James L. Waden'],0.15625
921,"Was there ever a US senator that represented the state of Texas and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Texas and attended Vanderbilt University was John Cornyn.", ," Yes, the US senator who represented the state of Texas and attended Vanderbilt University was John Cornyn.","['yes', 'John Cornyn']", ,['yes'],['John Cornyn'],0.15625
765,"Was there ever a US senator that represented the state of Colorado and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Colorado and attended Northwestern University was Gary Hart.", ," Yes, the US senator who represented the state of Colorado and attended Northwestern University was Gary Hart.","['yes', 'Gary Hart']", ,['yes'],['Gary Hart'],0.15625
602,"Was there ever a US senator that represented the state of Maine and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maine and attended Johns Hopkins University is Olympia Snowe.", ," Yes, the US senator who represented the state of Maine and attended Johns Hopkins University is Olympia Snowe.","['yes', 'Olympia Snowe']", ,['yes'],['Olympia Snowe'],0.15625
801,"Was there ever a US senator that represented the state of Vermont and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Vermont and attended Northwestern University was Sen. Patrick J. Leahy.", ," Yes, the US senator who represented the state of Vermont and attended Northwestern University was Sen. Patrick J. Leahy.","['yes', 'Patrick J. Leahy']", ,['yes'],['Patrick J. Leahy'],0.125
632,"Was there ever a US senator that represented the state of Wyoming and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Wyoming and attended Johns Hopkins University is John Barry Morell.", ," Yes, the US senator who represented the state of Wyoming and attended Johns Hopkins University is John Barry Morell.","['yes', 'John Barry Morell']", ,['yes'],['John Barry Morell'],0.125
522,"Was there ever a US senator that represented the state of Missouri and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Missouri and attended MIT was Daniel Morrill II.", ," Yes, the US senator who represented the state of Missouri and attended MIT was Daniel Morrill II.","['yes', 'Daniel Morrill II']", ,['yes'],['Daniel Morrill II'],0.125
776,"Was there ever a US senator that represented the state of Kentucky and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Kentucky and attended Northwestern University was Ben Nelson.", ," Yes, the US senator who represented the state of Kentucky and attended Northwestern University was Ben Nelson.","['yes', 'Ben Nelson']", ,['yes'],['Ben Nelson'],0.125
538,"Was there ever a US senator that represented the state of Tennessee and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Tennessee and attended MIT was Bill Oliver.", ," Yes, the US senator who represented the state of Tennessee and attended MIT was Bill Oliver.","['yes', 'Bill Oliver']", ,['yes'],['Bill Oliver'],0.125
637,"Was there ever a US senator that represented the state of Colorado and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Colorado and attended the University of Pennsylvania was Gary Hart.", ," Yes, the US senator who represented the state of Colorado and attended the University of Pennsylvania was Gary Hart.","['yes', 'Gary Hart']", ,['yes'],['Gary Hart'],0.125
666,"Was there ever a US senator that represented the state of Utah and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Utah and attended the University of Pennsylvania was Oliver M. Howard.", ," Yes, the US senator who represented the state of Utah and attended the University of Pennsylvania was Oliver M. Howard.","['yes', 'Oliver M. Howard']", ,['yes'],['Oliver M. Howard'],0.125
682,"Was there ever a US senator that represented the state of Idaho and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Idaho and whose alma mater was California Institute of Technology was Bill Brody.", ," Yes, the US senator that represented the state of Idaho and whose alma mater was California Institute of Technology was Bill Brody.","['yes', 'Bill Brody']", ,['yes'],['Bill Brody'],0.125
845,"Was there ever a US senator that represented the state of Alaska and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Alaska and attended Brown University is Ted Stevens.", ," Yes, the US senator who represented the state of Alaska and attended Brown University is Ted Stevens.","['yes', 'Ted Steven']", ,['yes'],['Ted Steven'],0.125
657,"Was there ever a US senator that represented the state of North Carolina and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of North Carolina and attended the University of Pennsylvania was John Hewes (1782-1853).", ," Yes, the US senator who represented the state of North Carolina and attended the University of Pennsylvania was John Hewes (1782-1853).","['yes', 'John Hewe']", ,['yes'],['John Hewe'],0.125
642,"Was there ever a US senator that represented the state of Indiana and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Indiana and attended the University of Pennsylvania was Richard Lugar.", ," Yes, the US senator who represented the state of Indiana and attended the University of Pennsylvania was Richard Lugar.","['yes', 'Richard Lugar']", ,['yes'],['Richard Lugar'],0.125
782,"Was there ever a US senator that represented the state of Mississippi and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Mississippi and attended Northwestern University was John C. Stennis.", ," Yes, the US senator who represented the state of Mississippi and attended Northwestern University was John C. Stennis.","['yes', 'John C. Stenni']", ,['yes'],['John C. Stenni'],0.125
924,"Was there ever a US senator that represented the state of Virginia and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Virginia and attended Vanderbilt University was John Warren.", ," Yes, the US senator who represented the state of Virginia and attended Vanderbilt University was John Warren.","['yes', 'John Warren']", ,['yes'],['John Warren'],0.125
920,"Was there ever a US senator that represented the state of South Dakota and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of South Dakota and attended Vanderbilt University was George S. Hughes.", ," Yes, the US senator who represented the state of South Dakota and attended Vanderbilt University was George S. Hughes.","['yes', 'George S. Hughe']", ,['yes'],['George S. Hughe'],0.125
819,"Was there ever a US senator that represented the state of Indiana and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Indiana and attended Dartmouth College as his alma mater is Richard Lugar.", ," Yes, the US senator who represented the state of Indiana and attended Dartmouth College as his alma mater is Richard Lugar.","['yes', 'Richard Lugar']", ,['yes'],['Richard Lugar'],0.125
809,"Was there ever a US senator that represented the state of Arizona and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Arizona and attended Dartmouth College as his alma mater is John J. Davis.", ," Yes, the US senator who represented the state of Arizona and attended Dartmouth College as his alma mater is John J. Davis.","['yes', 'John J. Davi']", ,['yes'],['John J. Davi'],0.125
